7_7;Libstdc++ from GCC-11.2.0 - Pass 2;gcc-11.2.0.tar.xz;gcc-11.2.0
7_8;Gettext-0.21;gettext-0.21.tar.xz;gettext-0.21
7_9;Bison-3.8.2;bison-3.8.2.tar.xz;bison-3.8.2
7_10;Perl-5.34.0;perl-5.34.0.tar.xz;perl-5.34.0
7_11;Python-3.10.2;Python-3.10.2.tar.xz;Python-3.10.2
7_12;Texinfo-6.8;texinfo-6.8.tar.xz;texinfo-6.8
7_13;Util-linux-2.37.4;util-linux-2.37.4.tar.xz;util-linux-2.37.4
